id	T02	T04	T06	T08	T10	T12	T14	T01	T03	T05	T07	T09	T11	T13
B4galnt3	989	923	857	791	659	569	185	40	45	39	47	51	55	59
B4galnt4	2528	2359	2191	2022	1685	1879	1492	1533	1796	1252	1502	1628	1753	1878
B4galt1	6497	6063	5630	5197	4331	5362	6836	5464	7027	6484	7781	8429	9078	9726
B4galt2	2826	2638	2449	2261	1884	2147	2021	2274	2281	1897	2276	2466	2656	2846
B4galt3	1697	1583	1470	1357	1131	1377	1617	1304	1297	1338	1606	1739	1873	2007
B4galt4	659	615	571	527	439	540	512	106	149	141	169	183	197	212
B4galt5	8229	7680	7132	6583	5486	5726	5171	9464	8838	9982	11978	12977	13975	14973
B4galt6	648	605	562	518	432	395	358	2	0	4	5	5	6	6
B4galt7	1952	1821	1691	1561	1301	1334	1841	1180	1336	1225	1470	1593	1715	1838
Btg1-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btg1-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btg2	174	162	151	139	116	111	100	120	77	104	125	135	146	156
Btg3	26	24	22	20	17	21	20	13	32	17	20	22	24	26
Btg4	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Btk	0	0	0	0	0	0	5	0	0	4	5	5	6	6
Btla	0	0	0	0	0	0	0	2	0	1	1	1	1	2
Btn1a1	30	28	26	24	20	19	40	0	2	3	4	4	4	5
Btn2a2	11	10	9	8	7	12	10	0	0	0	0	0	0	0
Btnl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btnl10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btnl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Btnl4	6	6	5	5	4	2	0	0	0	0	0	0	0	0
Btnl5-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacng2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacng3	0	0	0	0	0	0	0	0	0	4	5	5	6	6
Cacng4	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Cacng5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacng6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacng7	146	136	126	116	97	150	115	143	189	112	134	146	157	168
Cacng8	0	0	0	0	0	0	0	0	0	2	2	3	3	3
Cactin	4176	3898	3619	3341	2784	3225	2904	2967	2542	2597	3116	3376	3636	3896
Cacul1	8877	8285	7693	7102	5918	5491	5215	3674	3908	4396	5275	5715	6154	6594
Cacybp	14675	13696	12718	11740	9783	7777	7376	8458	7025	8749	10499	11374	12249	13124
Cad	35397	33037	30677	28318	23598	20555	14520	22002	19362	21398	25678	27817	29957	32097
Cadm1	0	0	0	0	0	0	4	4	12	10	12	13	14	15
Cadm2	0	0	0	0	0	0	0	0	0	5	6	7	7	8
Cadm3	0	0	0	0	0	0	0	0	0	6	7	8	8	9
Cadm4	1110	1036	962	888	740	731	597	428	462	363	436	472	508	545
Cadps	0	0	0	0	0	0	0	0	0	3	4	4	4	5
Cadps2	636	594	551	509	424	344	388	1	0	9	11	12	13	14
Cage1	78	73	68	62	52	58	68	20	54	13	16	17	18	20
Cahm	23	21	20	18	15	21	33	14	25	20	24	26	28	30
Calb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calca	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calcb	0	0	0	0	0	5	0	0	3	0	0	0	0	0
Calcoco1	783	731	679	626	522	886	1416	985	1332	937	1124	1218	1312	1406
Calcoco2	6	6	5	5	4	0	3	0	0	0	0	0	0	0
Calcr	2	1	1	1	1	0	1	0	0	0	0	0	0	0
Calcrl	2	1	1	1	1	0	1	3	19	6	7	8	8	9
Cald1	33804	31550	29297	27043	22536	22593	25090	12479	15805	14138	16966	18379	19793	21207
Calhm1	0	0	0	0	0	1	7	0	3	0	0	0	0	0
Calhm2	371	346	321	296	247	225	309	323	302	304	365	395	426	456
Calm1	32343	30187	28031	25874	21562	18243	19901	29924	26271	31543	37852	41006	44160	47315
Calm2	23457	21893	20329	18766	15638	14638	18099	23052	21374	22827	27392	29675	31958	34241
Calm3	18717	17469	16221	14974	12478	12269	10917	12218	9710	11290	13548	14677	15806	16935
Calm4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calm5	0	0	0	0	0	0	0	0	0	2	2	3	3	3
Calml3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calml4	8	7	7	6	5	2	0	0	0	1	1	1	1	2
Caln1	3	3	3	2	2	0	0	0	0	2	2	3	3	3
Calr	65502	61135	56768	52402	43668	35954	60426	38816	46675	42814	51377	55658	59940	64221
Calr3	207	193	179	166	138	117	110	177	139	203	244	264	284	305
Calr4	125	116	108	100	83	78	106	12	26	25	30	33	35	38
Calu	37556	35052	32548	30044	25037	22270	23487	25492	29035	28383	34060	36898	39736	42575
Caly	0	0	0	0	0	3	0	0	0	6	7	8	8	9
Camk1	2316	2162	2007	1853	1544	2015	2973	1647	2403	1727	2072	2245	2418	2591
Camk1d	257	239	222	205	171	113	170	634	630	644	773	837	902	966
Camk1g	15	14	13	12	10	6	4	0	0	1	1	1	1	2
Camk2a	0	0	0	0	0	3	5	0	0	76	91	99	106	114
Camk2b	98	91	85	78	65	93	86	49	84	45	54	59	63	68
Camk2d	6536	6100	5664	5228	4357	4587	5049	5538	6250	5829	6995	7578	8161	8744
Camk2g	5594	5221	4848	4475	3729	3241	3132	5709	5446	5595	6714	7274	7833	8393
Camk2n1	177	165	153	142	118	234	248	120	171	168	202	218	235	252
Camk2n2	587	547	508	469	391	464	510	533	594	493	592	641	690	740
Camk4	84	78	73	67	56	61	74	94	108	93	112	121	130	140
Camkk1	843	787	731	674	562	792	558	462	457	466	559	606	652	699
Camkk2	3786	3534	3281	3029	2524	2375	2544	3882	4037	3715	4458	4830	5201	5573
Camkmt	242	225	209	193	161	153	159	55	84	70	84	91	98	105
Camkv	2	1	1	1	1	2	2	0	0	5	6	7	7	8
Caml	1497	1397	1297	1198	998	880	1379	739	804	792	950	1030	1109	1188
Camp	9	8	8	7	6	2	4	3	0	1	1	1	1	2
Camsap1	6038	5635	5233	4830	4025	3693	3553	4463	4528	5329	6395	6928	7461	7994
Camsap2	5264	4913	4562	4211	3509	2965	3077	4125	4339	5075	6090	6598	7105	7613
Camsap3	378	353	328	302	252	278	271	846	1380	994	1193	1292	1392	1491
Camta1	489	456	424	391	326	486	389	229	256	205	246	267	287	308
Camta2	1208	1127	1047	966	805	1173	877	1575	2032	1759	2111	2287	2463	2639
Cand1	16206	15126	14045	12965	10804	9124	8266	8483	7764	8846	10615	11500	12384	13269
Cand2	3414	3186	2959	2731	2276	2276	1816	2406	2415	2509	3011	3262	3513	3764
Cant1	4193	3913	3634	3354	2795	3341	3225	3555	3617	3180	3816	4134	4452	4770
Canx	66506	62072	57638	53204	44337	38302	45303	41024	44655	47498	56998	61747	66497	71247
Cap1	25647	23937	22227	20518	17098	15509	17729	19241	17593	20306	24367	26398	28428	30459
Cap2	0	0	0	0	0	0	0	2	0	3	4	4	4	5
Capg	19487	18187	16888	15589	12991	14111	16803	13323	11842	12577	15092	16350	17608	18866
Capn1	7629	7120	6612	6103	5086	5299	5646	5185	4846	5042	6050	6555	7059	7563
Capn10	1394	1301	1208	1115	929	1122	1486	702	703	658	790	855	921	987
Capn11	0	0	0	0	0	2	1	0	0	0	0	0	0	0
Capn12	3	3	3	2	2	2	2	1	1	2	2	3	3	3
Capn13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capn15	2283	2131	1979	1826	1522	1737	1243	1318	1287	1398	1678	1817	1957	2097
Capn2	12398	11571	10745	9918	8265	8319	8439	10180	10215	10749	12899	13974	15049	16124
Capn3	0	0	0	0	0	2	0	0	0	3	4	4	4	5
Capn5	870	812	754	696	580	716	683	997	1250	1078	1294	1401	1509	1617
Capn6	2	1	1	1	1	1	5	0	6	0	0	0	0	0
Capn7	4211	3930	3649	3368	2807	2636	2769	2561	2504	2886	3463	3752	4040	4329
Capn8	0	0	0	0	0	0	0	0	0	2	2	3	3	3
Capn9	15	14	13	12	10	6	4	0	1	0	0	0	0	0
Capns1	13205	12324	11444	10564	8803	8272	10571	8384	8176	8531	10237	11090	11943	12797
Capns2	9	8	8	7	6	7	6	7	15	3	4	4	4	5
Caprin1	48624	45382	42141	38899	32416	28422	26019	32785	31275	34086	40903	44312	47720	51129
Caprin2	462	431	400	370	308	431	458	316	323	242	290	315	339	363
Caps2	0	0	0	0	0	0	4	1	8	0	0	0	0	0
Capsl	0	0	0	0	0	3	1	0	1	0	0	0	0	0
Capza1	15911	14850	13789	12728	10607	8745	8740	8454	7928	9196	11035	11955	12874	13794
Capza2	14129	13187	12245	11303	9419	8209	9345	7787	7437	8508	10210	11060	11911	12762
Capza3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capzb	11595	10822	10049	9276	7730	7620	8564	8789	7923	8774	10529	11406	12284	13161
Car1	0	0	0	0	0	0	0	0	0	2	2	3	3	3
Car10	0	0	0	0	0	0	0	0	0	2	2	3	3	3
Car11	8	7	7	6	5	6	10	7	3	4	5	5	6	6
Car12	2156	2012	1868	1724	1437	1350	1339	2049	2486	2063	2476	2682	2888	3095
Car13	4268	3983	3699	3414	2845	2980	3393	3109	3582	3238	3886	4209	4533	4857
Car14	8	7	7	6	5	6	6	3	11	4	5	5	6	6
Car15	95	88	82	76	63	67	90	65	115	63	76	82	88	95
Car2	0	0	0	0	0	0	0	0	0	4	5	5	6	6
Car3	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Car4	0	0	0	0	0	0	0	0	0	4	5	5	6	6
Car5a	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Car5b	4154	3877	3600	3323	2769	2624	2957	1300	1334	1283	1540	1668	1796	1925
Car6	0	0	0	0	0	0	7	0	2	0	0	0	0	0
Car7	21	20	18	17	14	35	110	13	29	22	26	29	31	33
Car8	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Car9	374	349	324	299	249	705	1003	514	968	534	641	694	748	801
Card10	29882	27889	25897	23905	19921	24825	22508	13051	13980	14638	17566	19029	20493	21957
Card11	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Card14	227	211	196	181	151	161	120	10	5	7	8	9	10	11
Card6	1449	1352	1256	1159	966	1211	968	1146	1616	1249	1499	1624	1749	1874
Card9	15	14	13	12	10	1	12	7	13	4	5	5	6	6
Carf	458	427	397	366	305	414	451	251	396	268	322	348	375	402
Carhsp1	9056	8452	7848	7244	6037	5253	7097	4773	4565	4722	5666	6139	6611	7083
Carkd	2829	2640	2452	2263	1886	1966	2194	1443	1428	1542	1850	2005	2159	2313
Carlr	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carm1	12689	11843	10997	10151	8459	7328	6267	7253	6397	6474	7769	8416	9064	9711
Carns1	209	195	181	167	139	161	174	169	195	124	149	161	174	186
Cars	10200	9520	8840	8160	6800	8226	11837	8213	9722	9636	11563	12527	13490	14454
Cars2	2847	2657	2467	2278	1898	1916	2181	1457	1471	1389	1667	1806	1945	2084
Cartpt	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casc1	15	14	13	12	10	14	22	6	3	6	7	8	8	9
Cct5	64745	60428	56112	51796	43163	37573	39690	36478	31662	36504	43805	47455	51106	54756
Cct6a	50418	47057	43696	40334	33612	28156	29293	29695	24866	29360	35232	38168	41104	44040
Cct6b	2	1	1	1	1	1	5	0	5	3	4	4	4	5
Cct7	35235	32886	30537	28188	23490	22800	24205	21020	18730	21044	25253	27357	29462	31566
Cct8	36515	34080	31646	29212	24343	21449	20145	18717	16295	19022	22826	24729	26631	28533
Cct8l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccz1	6072	5667	5262	4858	4048	3670	4174	3705	3537	3429	4115	4458	4801	5144
Cd101	6	6	5	5	4	10	5	4	0	3	4	4	4	5
Cd109	824	769	714	659	549	470	367	20	4	21	25	27	29	32
Cd14	1032	963	894	826	688	691	960	370	343	399	479	519	559	599
Cd151	6648	6205	5762	5318	4432	4687	5349	8298	7902	8065	9678	10485	11291	12098
Cd160	12	11	10	10	8	7	13	9	19	17	20	22	24	26
Cd163	0	0	0	0	0	8	9	161	299	236	283	307	330	354
Cd163l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd164	18597	17357	16117	14878	12398	11605	14444	13554	14567	15591	18709	20268	21827	23387
Cd164l2	0	0	0	0	0	1	6	0	0	0	0	0	0	0
Cd177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd180	0	0	0	0	0	0	0	1	0	1	1	1	1	2
Cd19	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Cd1d1	116	108	100	92	77	74	127	147	165	122	146	159	171	183
Cd1d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cd200	0	0	0	0	0	0	0	0	0	2	2	3	3	3
Cd200r1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cd200r2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd200r3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd200r4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd209a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd209b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd209c	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd209d	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd209e	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd209f	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd209g	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd226	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd244	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cd247	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Cd248	11	10	9	8	7	4	1	1	5	0	0	0	0	0
Cd24a	16511	15410	14309	13208	11007	8011	8149	7573	5987	8178	9814	10631	11449	12267
Cd27	15	14	13	12	10	30	21	11	18	7	8	9	10	11
Cd274	135	126	117	108	90	130	119	38	61	42	50	55	59	63
Cd276	6684	6238	5793	5347	4456	4589	4541	3041	3176	3401	4081	4421	4761	5102
Cd28	0	0	0	0	0	0	2	9	10	21	25	27	29	32
Cd2ap	12533	11697	10862	10026	8355	7539	7489	8268	9325	8777	10532	11410	12288	13166
Cd2bp2	5477	5111	4746	4381	3651	3679	4054	3109	3480	2843	3412	3696	3980	4265
Cd300a	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cd300c	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd300e	0	0	0	0	0	0	0	1	3	0	0	0	0	0
Cd300lb	6	6	5	5	4	13	8	42	49	49	59	64	69	74
Cd300ld	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd300lf	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd300lg	0	0	0	0	0	0	0	0	8	1	1	1	1	2
Cd300lh	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd302	14	13	12	11	9	7	22	31	13	13	16	17	18	20
Cd320	1160	1082	1005	928	773	782	943	826	746	714	857	928	1000	1071
Cd33	27	25	23	22	18	14	44	1	0	4	5	5	6	6
Cd34	30	28	26	24	20	13	21	3	1	7	8	9	10	11
Cd36	3	3	3	2	2	0	0	0	0	1	1	1	1	2
Cd37	18	17	16	14	12	6	9	7	13	3	4	4	4	5
Cd38	35	32	30	28	23	26	31	518	770	554	665	720	776	831
Cd3d	0	0	0	0	0	0	0	1	0	2	2	3	3	3
Cd3e	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd3eap	3596	3356	3116	2876	2397	2195	2269	1796	1804	1980	2376	2574	2772	2970
Cd3g	0	0	0	0	0	0	0	0	0	1	1	1	1	2
Cd4	0	0	0	0	0	0	0	2	0	1	1	1	1	2
Cd40	2	1	1	1	1	5	0	9	26	30	36	39	42	45
Cd40lg	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd44	30758	28707	26657	24606	20505	16793	18719	19830	20187	23673	28408	30775	33142	35510
Cd46	24	22	21	19	16	26	20	39	52	36	43	47	50	54
Cd47	4791	4472	4152	3833	3194	3405	3657	5564	6334	5568	6682	7238	7795	8352
Cd48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd5	6	6	5	5	4	6	8	1	0	0	0	0	0	0
Cd52	0	0	0	0	0	2	0	2	0	0	0	0	0	0
Cd53	8	7	7	6	5	0	3	0	0	2	2	3	3	3
Cd55	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cd55b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd59a	2	1	1	1	1	0	0	2	2	5	6	7	7	8
Cd59b	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd5l	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd6	0	0	0	0	0	1	0	2	0	0	0	0	0	0
Cd63	19889	18563	17237	15911	13259	14188	18163	17049	17630	17476	20971	22719	24466	26214
Cd68	318	297	276	254	212	278	435	184	165	131	157	170	183	197
Cd69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd7	0	0	0	0	0	0	6	0	0	0	0	0	0	0
Cd70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd72	30	28	26	24	20	10	16	7	5	4	5	5	6	6
Cd74	543	507	471	434	362	411	544	11	4	7	8	9	10	11
Cd79a	17	15	14	13	11	4	21	5	11	9	11	12	13	14
Cd79b	0	0	0	0	0	1	1	0	2	0	0	0	0	0
Cd80	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd81	5603	5229	4856	4482	3735	4038	4967	4960	5423	5069	6083	6590	7097	7604
Cd82	2025	1890	1755	1620	1350	1650	2395	2836	3875	2953	3544	3839	4134	4430
Cd83	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cd84	2	1	1	1	1	0	0	0	0	0	0	0	0	0
Cd86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd8a	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cd8b1	2	1	1	1	1	0	0	0	0	0	0	0	0	0
Cd9	17519	16351	15183	14015	11679	11804	14806	13976	13794	15337	18404	19938	21472	23006
Cd93	14	13	12	11	9	17	12	0	0	1	1	1	1	2
Cd96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd99l2	3875	3616	3358	3100	2583	2715	2597	2191	2237	2330	2796	3029	3262	3495
Cda	431	402	373	344	287	351	392	260	251	237	284	308	332	356
Cdadc1	981	916	850	785	654	719	795	860	1034	849	1019	1104	1189	1274
Cdan1	2165	2020	1876	1732	1443	1430	1585	1854	1765	2138	2566	2779	2993	3207
Cdc123	6134	5725	5316	4907	4089	3600	4245	4260	4340	4524	5429	5881	6334	6786
Cdc14a	1226	1144	1062	980	817	815	958	1648	1867	1874	2249	2436	2624	2811
Cdc14b	1238	1155	1073	990	825	982	979	534	685	639	767	831	895	959
Cdc16	10886	10160	9434	8708	7257	6711	7332	5368	5332	5127	6152	6665	7178	7691
Cdc20	13557	12653	11749	10846	9038	8458	9510	9179	7853	9305	11166	12097	13027	13958
Cdc20b	12	11	10	10	8	5	2	7	1	9	11	12	13	14
Cdc23	5643	5267	4891	4514	3762	3210	2987	2998	3240	3417	4100	4442	4784	5126
Cdc25a	6984	6518	6053	5587	4656	3788	2727	3183	2627	3151	3781	4096	4411	4727
Cdc25b	8435	7872	7310	6748	5623	6552	6278	7300	7931	7848	9418	10202	10987	11772
Cdc25c	2279	2127	1975	1823	1519	1377	1854	1871	1917	2010	2412	2613	2814	3015
Cdc26	1311	1224	1136	1049	874	775	849	1117	1123	1096	1315	1425	1534	1644
Cdc27	14637	13661	12685	11710	9758	8709	8705	7921	8813	9172	11006	11924	12841	13758
Cdc34	5480	5114	4749	4384	3653	3246	3067	2505	1760	2222	2666	2889	3111	3333
Cdc37	22920	21392	19864	18336	15280	14916	15403	16153	14248	14787	17744	19223	20702	22181
Cdc37l1	6069	5664	5260	4855	4046	3421	3518	2096	2174	2210	2652	2873	3094	3315
Cdc40	3408	3181	2954	2726	2272	2337	2666	2511	2851	2937	3524	3818	4112	4406
Cdc42	22892	21365	19839	18313	15261	12697	14665	13613	12254	14394	17273	18712	20152	21591
Cdc42bpa	9494	8861	8228	7595	6329	6389	5531	5368	6168	5909	7091	7682	8273	8864
Cdc42bpb	18873	17615	16357	15098	12582	12535	10475	11676	11796	12223	14668	15890	17112	18335
Cdc42bpg	9461	8830	8199	7568	6307	7070	4809	4040	4265	4139	4967	5381	5795	6209
Cdc42ep1	16784	15665	14546	13427	11189	12788	15844	24374	29870	27705	33246	36017	38787	41558
Cdc42ep2	404	377	350	323	269	214	339	389	233	405	486	527	567	608
Cdc42ep3	2072	1933	1795	1657	1381	1291	1451	2290	2551	2704	3245	3515	3786	4056
Cdc42ep4	2030	1894	1759	1624	1353	1893	1971	2657	2915	2228	2674	2896	3119	3342
Cdc42ep5	389	363	337	311	259	299	290	146	177	93	112	121	130	140
Cdc42se1	5967	5569	5171	4774	3978	3581	4165	4330	4182	4339	5207	5641	6075	6509
Cdc42se2	5778	5393	5008	4622	3852	3343	3819	2742	2640	3027	3632	3935	4238	4541
Cdc45	4875	4550	4225	3900	3250	3225	4086	3066	2946	3281	3937	4265	4593	4922
Cdc5l	10493	9793	9094	8394	6995	5487	5907	6299	5980	7142	8570	9285	9999	10713
Cdc6	8318	7763	7209	6654	5545	4423	5578	4994	4045	4868	5842	6328	6815	7302
Cdc7	2694	2514	2335	2155	1796	2071	1965	3040	3116	3264	3917	4243	4570	4896
Cdc73	4397	4103	3810	3517	2931	2563	2681	2655	2762	3152	3782	4098	4413	4728
Cdca2	5282	4929	4577	4225	3521	3655	3700	4932	5260	5775	6930	7508	8085	8663
Cdca3	3716	3468	3220	2972	2477	2300	2827	2470	2334	2467	2960	3207	3454	3701
Cdca4	5984	5585	5186	4787	3989	3731	4194	4964	4777	4560	5472	5928	6384	6840
Cdca5	3896	3636	3376	3116	2597	2128	2689	1879	1837	1804	2165	2345	2526	2706
Cdca7	7893	7367	6841	6314	5262	4421	4659	6751	6790	6467	7760	8407	9054	9701
Cdca7l	4167	3889	3611	3334	2778	2541	2532	2761	2982	2779	3335	3613	3891	4169
Cdca8	8052	7515	6978	6442	5368	4690	5244	3838	3708	4223	5068	5490	5912	6335
Cdcp1	10200	9520	8840	8160	6800	6506	5836	3940	4715	4319	5183	5615	6047	6479
Cdcp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh1	46185	43106	40027	36948	30790	29232	27080	2198	3077	2463	2956	3202	3448	3695
Cdh10	0	0	0	0	0	0	0	1	0	2	2	3	3	3
Cdh11	17	15	14	13	11	3	8	8	9	3	4	4	4	5
Cdh12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh13	6	6	5	5	4	2	0	0	1	2	2	3	3	3
Cdh15	44	41	38	35	29	28	53	5	2	16	19	21	22	24
Cdh16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh17	294	274	255	235	196	86	114	552	358	750	900	975	1050	1125
Cfap69	684	638	593	547	456	497	594	384	602	515	618	670	721	773
Cfap70	0	0	0	0	0	1	0	0	0	1	1	1	1	2
Cfap74	90	84	78	72	60	143	127	186	242	150	180	195	210	225
Cfap97	2286	2134	1981	1829	1524	1725	1820	1648	1809	1505	1806	1957	2107	2258
Cfb	185	172	160	148	123	134	185	93	80	83	100	108	116	125
Cfc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfd	3	3	3	2	2	1	2	0	0	0	0	0	0	0
Cfdp1	9833	9177	8522	7866	6555	6436	7150	4401	4047	4287	5144	5573	6002	6431
Cfh	0	0	0	0	0	1	0	2	1	1	1	1	1	2
Cfhr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfhr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfi	5	4	4	4	3	0	1	0	0	0	0	0	0	0
Cfl1	86013	80279	74545	68810	57342	53848	55771	45108	33957	39941	47929	51923	55917	59912
Cfl2	6917	6455	5994	5533	4611	4441	5968	5179	5174	5199	6239	6759	7279	7799
Cflar	4025	3756	3488	3220	2683	2739	2752	2688	3063	3147	3776	4091	4406	4721
Cfp	122	113	105	97	81	217	279	156	173	130	156	169	182	195
Cftr	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cga	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cggbp1	6546	6110	5673	5237	4364	4714	5355	4525	4935	5129	6155	6668	7181	7694
Cgn	5409	5048	4688	4327	3606	4300	3608	760	958	726	871	944	1016	1089
Cgnl1	10961	10230	9499	8768	7307	8699	7584	4075	4953	5372	6446	6984	7521	8058
Cgref1	659	615	571	527	439	511	686	25	36	27	32	35	38	41
Cgrrf1	977	911	846	781	651	655	934	671	759	781	937	1015	1093	1172
Ch25h	2	1	1	1	1	0	0	1	0	0	0	0	0	0
Chac1	1742	1625	1509	1393	1161	2738	13489	1434	5509	2792	3350	3630	3909	4188
Chac2	552	515	478	442	368	369	478	384	445	357	428	464	500	536
Chad	26	24	22	20	17	12	7	44	26	31	37	40	43	47
Chadl	9	8	8	7	6	2	5	4	10	4	5	5	6	6
Chaf1a	12855	11998	11141	10284	8570	8444	7873	9866	8767	9563	11476	12432	13388	14345
Chaf1b	5607	5233	4859	4486	3738	3228	4035	3443	3234	3313	3976	4307	4638	4970
Champ1	7607	7099	6592	6085	5071	4598	3893	3174	3289	3579	4295	4653	5011	5369
Chat	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chchd1	1949	1819	1689	1559	1299	1216	1476	1168	1147	1093	1312	1421	1530	1640
Chchd10	227	211	196	181	151	235	328	1297	1610	1221	1465	1587	1709	1832
Chchd2	13341	12452	11562	10673	8894	9158	10233	10348	8358	9522	11426	12379	13331	14283
Chchd3	4143	3867	3591	3314	2762	2919	3415	3081	3400	2834	3401	3684	3968	4251
Chchd4	1725	1610	1495	1380	1150	1156	1020	967	826	913	1096	1187	1278	1370
Chchd5	746	696	646	596	497	631	1004	740	1028	765	918	995	1071	1148
Chchd6	720	672	624	576	480	512	596	475	500	418	502	543	585	627
Chchd7	1106	1032	958	884	737	758	729	875	927	641	769	833	897	962
Chd1	9516	8882	8247	7613	6344	5132	4045	5488	5306	6353	7624	8259	8894	9530
Chd1l	2642	2465	2289	2113	1761	1889	1697	1578	1571	1506	1807	1958	2108	2259
Chd2	4590	4284	3978	3672	3060	3721	4697	3897	5422	4764	5717	6193	6670	7146
Chd3	23352	21795	20238	18682	15568	18791	13731	15245	16925	15604	18725	20285	21846	23406
Chd3os	11	10	9	8	7	6	4	6	7	1	1	1	1	2
Chd4	31341	29252	27162	25073	20894	17991	15148	19110	19408	20620	24744	26806	28868	30930
Chd5	96	90	83	77	64	128	146	292	591	368	442	478	515	552
Chd6	2675	2496	2318	2140	1783	1804	1589	2851	3545	3621	4345	4707	5069	5432
Chd7	1970	1838	1707	1576	1313	1235	901	2631	3287	2715	3258	3530	3801	4073
Chd8	10158	9481	8804	8126	6772	6435	5249	7025	7903	7984	9581	10379	11178	11976
Chd9	3380	3154	2929	2704	2253	2079	1685	1337	1875	1471	1765	1912	2059	2207
Chdh	218	203	189	174	145	374	335	288	381	260	312	338	364	390
Chek1	6117	5709	5301	4894	4078	3945	4752	4486	5192	4657	5588	6054	6520	6986
Chek2	1101	1028	954	881	734	820	912	1032	1187	1154	1385	1500	1616	1731
Cherp	19877	18551	17226	15901	13251	11675	10737	9250	8904	9380	11256	12194	13132	14070
